,code
2496,300222
2497,300221
2498,300220
2499,300219
2500,300218
2501,300217
2502,300215
2503,300214
2504,300213
2505,300212
2506,300211
2507,300210
2508,300209
2509,300208
2510,300207
2511,300206
2512,300205
2513,300204
2514,300203
2515,300202
2516,300201
2517,300200
2518,300199
2519,300198
2520,300197
2521,300196
2522,300195
2523,300194
2524,300193
2525,300192
2526,300191
2527,300190
2528,300189
2529,300188
2530,300187
2531,300185
2532,300184
2533,300183
2534,300182
2535,300181
2536,300180
2537,300179
2538,300178
2539,300177
2540,300176
2541,300175
2542,300174
2543,300173
2544,300172
2545,300171
2546,300170
2547,300169
2548,300168
2549,300167
2550,300166
2551,300165
2552,300164
2553,300163
2554,300162
2555,300161
2556,300160
2557,300159
2558,300158
2559,300157
2560,300155
2561,300154
2562,300153
2563,300152
2564,300151
2565,300150
2566,300149
2567,300148
2568,300147
2569,300146
2570,300145
2571,300144
2572,300143
2573,300142
2574,300141
2575,300140
2576,300139
2577,300138
2578,300137
2579,300136
2580,300135
2581,300134
2582,300133
2583,300132
2584,300131
2585,300130
2586,300129
2587,300128
2588,300127
2589,300126
2590,300125
2591,300124
2592,300123
2593,300122
2594,300121
2595,300120
2596,300119
2597,300118
2598,300117
2599,300116
2600,300115
2601,300114
2602,300113
2603,300112
2604,300111
2605,300110
2606,300109
2607,300108
2608,300107
2609,300106
2610,300105
2611,300103
2612,300102
2613,300101
2614,300100
2615,300099
2616,300098
2617,300097
2618,300096
2619,300095
2620,300094
2621,300093
2622,300092
2623,300091
2624,300089
2625,300088
2626,300087
2627,300086
2628,300085
2629,300084
2630,300083
2631,300082
2632,300081
2633,300080
2634,300079
2635,300078
2636,300077
2637,300076
2638,300075
2639,300074
2640,300073
2641,300072
2642,300071
2643,300070
2644,300069
2645,300068
2646,300067
2647,300066
2648,300065
2649,300064
2650,300063
2651,300062
2652,300061
2653,300059
2654,300058
2655,300057
2656,300056
2657,300055
2658,300054
2659,300053
2660,300052
2661,300051
2662,300050
2663,300049
2664,300048
2665,300047
2666,300046
2667,300045
2668,300044
2669,300043
2670,300042
2671,300041
2672,300040
2673,300039
2674,300038
2675,300037
2676,300036
2677,300035
2678,300034
2679,300033
2680,300032
2681,300031
2682,300030
2683,300029
2684,300027
2685,300026
2686,300025
2687,300024
2688,300023
2689,300022
2690,300021
2691,300020
2692,300019
2693,300018
2694,300017
2695,300016
2696,300015
2697,300014
2698,300013
2699,300012
2700,300011
2701,300010
2702,300009
2703,300008
2704,300007
2705,300006
2706,300005
2707,300004
2708,300003
2709,300002
2710,300001
2711,003816
2712,003036
2713,003035
2714,003033
2715,003032
2716,003031
2717,003030
2718,003029
2719,003028
2720,003027
2721,003026
2722,003025
2723,003023
2724,003022
2725,003021
2726,003020
2727,003019
2728,003018
2729,003017
2730,003016
2731,003015
2732,003013
2733,003012
2734,003011
2735,003010
2736,003009
2737,003008
2738,003007
2739,003006
2740,003005
2741,003004
2742,003003
2743,003002
2744,003001
2745,003000
2746,002999
2747,002998
2748,002997
2749,002996
2750,002995
2751,002993
2752,002992
2753,002991
2754,002990
2755,002989
2756,002988
2757,002987
2758,002986
2759,002985
2760,002984
2761,002983
2762,002982
2763,002981
2764,002980
2765,002979
2766,002978
2767,002977
2768,002976
2769,002975
2770,002973
2771,002972
2772,002971
2773,002970
2774,002969
2775,002968
2776,002967
2777,002966
2778,002965
2779,002963
2780,002962
2781,002961
2782,002960
2783,002959
2784,002958
2785,002957
2786,002956
2787,002955
2788,002953
2789,002952
2790,002951
2791,002950
2792,002949
2793,002948
2794,002947
2795,002946
2796,002945
2797,002943
2798,002942
2799,002941
2800,002940
2801,002939
2802,002938
2803,002937
2804,002936
2805,002935
2806,002933
2807,002932
2808,002931
2809,002930
2810,002929
2811,002928
2812,002927
2813,002926
2814,002925
2815,002923
2816,002922
2817,002921
2818,002920
2819,002919
2820,002918
2821,002917
2822,002916
2823,002915
2824,002913
2825,002912
2826,002911
2827,002910
2828,002909
2829,002908
2830,002907
2831,002906
2832,002905
2833,002903
2834,002902
2835,002901
2836,002900
2837,002899
2838,002898
2839,002897
2840,002896
2841,002895
2842,002893
2843,002892
2844,002891
2845,002890
2846,002889
2847,002888
2848,002887
2849,002886
2850,002885
2851,002884
2852,002883
2853,002882
2854,002881
2855,002880
2856,002879
2857,002878
2858,002877
2859,002876
2860,002875
2861,002873
2862,002872
2863,002871
2864,002870
2865,002869
2866,002868
2867,002867
2868,002866
2869,002865
2870,002864
2871,002863
2872,002862
2873,002861
2874,002860
2875,002859
2876,002858
2877,002857
2878,002856
2879,002855
2880,002853
2881,002852
2882,002851
2883,002850
2884,002849
2885,002848
2886,002847
2887,002846
2888,002845
2889,002843
2890,002842
2891,002841
2892,002840
2893,002839
2894,002838
2895,002837
2896,002836
2897,002835
2898,002833
2899,002832
2900,002831
2901,002830
2902,002829
2903,002828
2904,002827
2905,002826
2906,002825
2907,002824
2908,002823
2909,002822
2910,002821
2911,002820
2912,002819
2913,002818
2914,002817
2915,002816
2916,002815
2917,002813
2918,002812
2919,002811
2920,002810
2921,002809
2922,002808
2923,002807
2924,002806
2925,002805
2926,002803
2927,002802
2928,002801
2929,002800
2930,002799
2931,002798
2932,002797
2933,002796
2934,002795
2935,002793
2936,002792
2937,002791
2938,002790
2939,002789
2940,002788
2941,002787
2942,002786
2943,002785
2944,002783
2945,002782
2946,002781
2947,002780
2948,002779
2949,002778
2950,002777
2951,002776
2952,002775
2953,002774
2954,002773
2955,002772
2956,002771
2957,002770
2958,002769
2959,002768
2960,002767
2961,002766
2962,002765
2963,002763
2964,002762
2965,002761
2966,002760
2967,002759
2968,002758
2969,002757
2970,002756
2971,002755
2972,002753
2973,002752
2974,002751
2975,002750
2976,002749
2977,002748
2978,002747
2979,002746
2980,002745
2981,002743
2982,002742
2983,002741
2984,002740
2985,002739
2986,002738
2987,002737
2988,002736
2989,002735
2990,002734
2991,002733
2992,002732
2993,002731
2994,002730
2995,002729
2996,002728
2997,002727
2998,002726
2999,002725
3000,002724
3001,002723
3002,002722
3003,002721
3004,002719
3005,002718
3006,002717
3007,002716
3008,002715
3009,002714
3010,002713
3011,002712
3012,002711
3013,002709
3014,002708
3015,002707
3016,002706
3017,002705
3018,002703
3019,002702
3020,002701
3021,002700
3022,002699
3023,002698
3024,002697
3025,002696
3026,002695
3027,002694
3028,002693
3029,002692
3030,002691
3031,002690
3032,002689
3033,002688
3034,002687
3035,002686
3036,002685
3037,002684
3038,002683
3039,002682
3040,002681
3041,002679
3042,002678
3043,002677
3044,002676
3045,002675
3046,002674
3047,002673
3048,002672
3049,002671
3050,002670
3051,002669
3052,002668
3053,002667
3054,002666
3055,002665
3056,002664
3057,002663
3058,002662
3059,002661
3060,002660
3061,002659
3062,002658
3063,002657
3064,002656
3065,002655
3066,002654
3067,002653
3068,002652
3069,002651
3070,002650
3071,002649
3072,002648
3073,002647
3074,002646
3075,002645
3076,002644
3077,002643
3078,002642
3079,002641
3080,002640
3081,002639
3082,002638
3083,002637
3084,002636
3085,002635
3086,002634
3087,002633
3088,002632
3089,002631
3090,002630
3091,002629
3092,002628
3093,002627
3094,002626
3095,002625
3096,002624
3097,002623
3098,002622
3099,002621
3100,002620
3101,002619
3102,002618
3103,002617
3104,002616
3105,002615
3106,002614
3107,002613
3108,002612
3109,002611
3110,002610
3111,002609
3112,002608
3113,002607
3114,002606
3115,002605
3116,002603
3117,002602
3118,002601
3119,002600
3120,002599
3121,002598
3122,002597
3123,002596
3124,002595
3125,002594
3126,002593
3127,002592
3128,002591
3129,002590
3130,002589
3131,002588
3132,002587
3133,002586
3134,002585
3135,002584
3136,002583
3137,002582
3138,002581
3139,002580
3140,002579
3141,002578
3142,002577
3143,002576
3144,002575
3145,002574
3146,002573
3147,002572
3148,002571
3149,002570
3150,002569
3151,002568
3152,002567
3153,002566
3154,002565
3155,002564
3156,002563
3157,002562
3158,002561
3159,002560
3160,002559
3161,002558
3162,002557
3163,002556
3164,002555
3165,002554
3166,002553
3167,002552
3168,002551
3169,002550
3170,002549
3171,002548
3172,002547
3173,002546
3174,002545
3175,002544
3176,002543
3177,002542
3178,002541
3179,002540
3180,002539
3181,002538
3182,002537
3183,002536
3184,002535
3185,002534
3186,002533
3187,002532
3188,002531
3189,002530
3190,002529
3191,002528
3192,002527
3193,002526
3194,002524
3195,002523
3196,002522
3197,002521
3198,002520
3199,002519
3200,002518
3201,002517
3202,002516
3203,002515
3204,002514
3205,002513
3206,002512
3207,002511
3208,002510
3209,002508
3210,002507
3211,002506
3212,002505
3213,002504
3214,002503
3215,002502
3216,002501
3217,002500
3218,002499
3219,002498
3220,002497
3221,002496
3222,002495
3223,002494
3224,002493
3225,002492
3226,002491
3227,002490
3228,002489
3229,002488
3230,002487
3231,002486
3232,002485
3233,002484
3234,002483
3235,002482
3236,002481
3237,002480
3238,002479
3239,002478
3240,002476
3241,002475
3242,002474
3243,002473
3244,002472
3245,002471
3246,002470
3247,002469
3248,002468
3249,002467
3250,002466
3251,002465
3252,002464
3253,002463
3254,002462
3255,002461
3256,002460
3257,002459
3258,002458
3259,002457
3260,002456
3261,002455
3262,002454
3263,002453
3264,002452
3265,002451
3266,002450
3267,002449
3268,002448
3269,002447
3270,002446
3271,002445
3272,002444
3273,002443
3274,002442
3275,002441
3276,002440
3277,002439
3278,002438
3279,002437
3280,002436
3281,002435
3282,002434
3283,002433
3284,002432
3285,002431
3286,002430
3287,002429
3288,002428
3289,002427
3290,002426
3291,002425
3292,002424
3293,002423
3294,002422
3295,002421
3296,002420
3297,002419
3298,002418
3299,002417
3300,002416
3301,002415
3302,002414
3303,002413
3304,002412
3305,002411
3306,002410
3307,002409
3308,002408
3309,002407
3310,002406
3311,002405
3312,002404
3313,002403
3314,002402
3315,002401
3316,002400
3317,002399
3318,002398
3319,002397
3320,002396
3321,002395
3322,002394
3323,002393
3324,002392
3325,002391
3326,002390
3327,002389
3328,002388
3329,002387
3330,002386
3331,002385
3332,002384
3333,002383
3334,002382
3335,002381
3336,002380
3337,002379
3338,002378
3339,002377
3340,002376
3341,002375
3342,002374
3343,002373
3344,002372
3345,002371
3346,002370
3347,002369
3348,002368
3349,002367
3350,002366
3351,002365
3352,002364
3353,002363
3354,002362
3355,002361
3356,002360
3357,002359
3358,002358
3359,002357
3360,002356
3361,002355
3362,002354
3363,002353
3364,002352
3365,002351
3366,002350
3367,002349
3368,002348
3369,002347
3370,002346
3371,002345
3372,002344
3373,002343
3374,002342
3375,002341
3376,002340
3377,002339
3378,002338
3379,002337
3380,002336
3381,002335
3382,002334
3383,002333
3384,002332
3385,002331
3386,002330
3387,002329
3388,002328
3389,002327
3390,002326
3391,002325
3392,002324
3393,002323
3394,002322
3395,002321
3396,002320
3397,002319
3398,002318
3399,002317
3400,002316
3401,002315
3402,002314
3403,002313
3404,002312
3405,002311
3406,002310
3407,002309
3408,002308
3409,002307
3410,002306
3411,002305
3412,002304
3413,002303
3414,002302
3415,002301
3416,002300
3417,002299
3418,002298
3419,002297
3420,002296
3421,002295
3422,002294
3423,002293
3424,002292
3425,002291
3426,002290
3427,002289
3428,002288
3429,002287
3430,002286
3431,002285
3432,002284
3433,002283
3434,002282
3435,002281
3436,002280
3437,002279
3438,002278
3439,002277
3440,002276
3441,002275
3442,002274
3443,002273
3444,002272
3445,002271
3446,002270
3447,002269
3448,002268
3449,002267
3450,002266
3451,002265
3452,002264
3453,002263
3454,002262
3455,002261
3456,002260
3457,002259
3458,002258
3459,002256
3460,002255
3461,002254
3462,002253
3463,002252
3464,002251
3465,002250
3466,002249
3467,002248
3468,002247
3469,002246
3470,002245
3471,002244
3472,002243
3473,002242
3474,002241
3475,002240
3476,002239
3477,002238
3478,002237
3479,002236
3480,002235
3481,002234
3482,002233
3483,002232
3484,002231
3485,002230
3486,002229
3487,002228
3488,002227
3489,002226
3490,002225
3491,002224
3492,002223
3493,002222
3494,002221
3495,002219
3496,002218
3497,002217
3498,002216
3499,002215
3500,002214
3501,002213
3502,002212
3503,002211
3504,002210
3505,002209
3506,002208
3507,002207
3508,002206
3509,002205
3510,002204
3511,002203
3512,002202
3513,002201
3514,002200
3515,002199
3516,002198
3517,002197
3518,002196
3519,002195
3520,002194
3521,002193
3522,002192
3523,002191
3524,002190
3525,002189
3526,002188
3527,002187
3528,002186
3529,002185
3530,002184
3531,002183
3532,002182
3533,002181
3534,002180
3535,002179
3536,002178
3537,002177
3538,002176
3539,002175
3540,002174
3541,002173
3542,002172
3543,002171
3544,002170
3545,002169
3546,002168
3547,002167
3548,002166
3549,002165
3550,002164
3551,002163
3552,002162
3553,002161
3554,002160
3555,002159
3556,002158
3557,002157
3558,002156
3559,002155
3560,002154
3561,002153
3562,002152
3563,002151
3564,002150
3565,002149
3566,002148
3567,002147
3568,002146
3569,002145
3570,002144
3571,002142
3572,002141
3573,002140
3574,002139
3575,002138
3576,002137
3577,002136
3578,002135
3579,002134
3580,002133
3581,002132
3582,002131
3583,002130
3584,002129
3585,002128
3586,002127
3587,002126
3588,002125
3589,002124
3590,002123
3591,002122
3592,002121
3593,002120
3594,002119
3595,002118
3596,002117
3597,002116
3598,002115
3599,002114
3600,002113
3601,002112
3602,002111
3603,002110
3604,002109
3605,002108
3606,002107
3607,002106
3608,002105
3609,002104
3610,002103
3611,002102
3612,002101
3613,002100
3614,002099
3615,002098
3616,002097
3617,002096
3618,002095
3619,002094
3620,002093
3621,002092
3622,002091
3623,002090
3624,002089
3625,002088
3626,002087
3627,002086
3628,002085
3629,002084
3630,002083
3631,002082
3632,002081
3633,002080
3634,002079
3635,002078
3636,002077
3637,002076
3638,002075
3639,002074
3640,002073
3641,002072
3642,002071
3643,002069
3644,002068
3645,002067
3646,002066
3647,002065
3648,002064
3649,002063
3650,002062
3651,002061
3652,002060
3653,002059
3654,002058
3655,002057
3656,002056
3657,002055
3658,002054
3659,002053
3660,002052
3661,002051
3662,002050
3663,002049
3664,002048
3665,002047
3666,002046
3667,002045
3668,002044
3669,002043
3670,002042
3671,002041
3672,002040
3673,002039
3674,002038
3675,002037
3676,002036
3677,002035
3678,002034
3679,002033
3680,002032
3681,002031
3682,002030
3683,002029
3684,002028
3685,002027
3686,002026
3687,002025
3688,002024
3689,002023
3690,002022
3691,002021
3692,002020
3693,002019
3694,002017
3695,002016
3696,002015
3697,002014
3698,002013
3699,002012
3700,002011
3701,002010
3702,002009
3703,002008
3704,002007
3705,002006
3706,002005
3707,002004
3708,002003
3709,002002
3710,002001
3711,001979
3712,001965
3713,001914
3714,001896
3715,001872
3716,001696
3717,000999
3718,000998
3719,000997
3720,000996
3721,000995
3722,000993
3723,000990
3724,000989
3725,000988
3726,000987
3727,000985
3728,000983
3729,000982
3730,000981
3731,000980
3732,000978
3733,000977
3734,000976
3735,000975
3736,000973
3737,000972
3738,000971
3739,000970
3740,000969
3741,000968
3742,000967
3743,000966
3744,000965
3745,000963
3746,000962
3747,000961
3748,000960
3749,000959
3750,000958
3751,000957
3752,000955
3753,000953
3754,000952
3755,000951
3756,000950
3757,000949
3758,000948
3759,000938
3760,000937
3761,000936
3762,000935
3763,000933
3764,000932
3765,000931
3766,000930
3767,000929
3768,000928
3769,000927
3770,000926
3771,000925
3772,000923
3773,000922
3774,000921
3775,000920
3776,000919
3777,000918
3778,000917
3779,000915
3780,000913
3781,000912
3782,000911
3783,000910
3784,000909
3785,000908
3786,000906
3787,000905
3788,000903
3789,000902
3790,000901
3791,000900
3792,000899
3793,000898
3794,000897
3795,000895
3796,000893
3797,000892
3798,000890
3799,000889
3800,000888
3801,000887
3802,000886
3803,000885
3804,000883
3805,000882
3806,000881
3807,000880
3808,000878
3809,000877
3810,000876
3811,000875
3812,000869
3813,000868
3814,000863
3815,000862
3816,000861
3817,000860
3818,000859
3819,000858
3820,000856
3821,000852
3822,000851
3823,000850
3824,000848
3825,000839
3826,000838
3827,000837
3828,000836
3829,000835
3830,000833
3831,000831
3832,000830
3833,000829
3834,000828
3835,000826
3836,000825
3837,000823
3838,000822
3839,000821
3840,000820
3841,000819
3842,000818
3843,000816
3844,000815
3845,000813
3846,000812
3847,000811
3848,000810
3849,000809
3850,000807
3851,000806
3852,000803
3853,000802
3854,000801
3855,000800
3856,000799
3857,000798
3858,000797
3859,000796
3860,000795
3861,000793
3862,000792
3863,000791
3864,000790
3865,000789
3866,000788
3867,000786
3868,000785
3869,000783
3870,000782
3871,000780
3872,000779
3873,000778
3874,000777
3875,000776
3876,000768
3877,000767
3878,000766
3879,000762
3880,000761
3881,000760
3882,000759
3883,000758
3884,000757
3885,000756
3886,000755
3887,000753
3888,000752
3889,000751
3890,000750
3891,000739
3892,000738
3893,000737
3894,000736
3895,000735
3896,000733
3897,000732
3898,000731
3899,000729
3900,000728
3901,000727
3902,000726
3903,000725
3904,000723
3905,000722
3906,000721
3907,000720
3908,000719
3909,000718
3910,000717
3911,000716
3912,000715
3913,000713
3914,000712
3915,000711
3916,000710
3917,000709
3918,000708
3919,000707
3920,000705
3921,000703
3922,000702
3923,000701
3924,000700
3925,000698
3926,000697
3927,000695
3928,000692
3929,000691
3930,000690
3931,000688
3932,000687
3933,000686
3934,000685
3935,000683
3936,000682
3937,000681
3938,000680
3939,000679
3940,000678
3941,000677
3942,000676
3943,000673
3944,000672
3945,000671
3946,000670
3947,000669
3948,000668
3949,000667
3950,000666
3951,000665
3952,000663
3953,000662
3954,000661
3955,000659
3956,000657
3957,000656
3958,000655
3959,000652
3960,000651
3961,000650
3962,000639
3963,000638
3964,000637
3965,000636
3966,000635
3967,000633
3968,000632
3969,000631
3970,000630
3971,000629
3972,000628
3973,000627
3974,000626
3975,000625
3976,000623
3977,000622
3978,000620
3979,000619
3980,000617
3981,000616
3982,000615
3983,000613
3984,000612
3985,000611
3986,000610
3987,000609
3988,000608
3989,000607
3990,000606
3991,000605
3992,000603
3993,000601
3994,000600
3995,000599
3996,000598
3997,000597
3998,000596
3999,000595
4000,000593
4001,000592
4002,000591
4003,000590
4004,000589
4005,000587
4006,000586
4007,000585
4008,000584
4009,000582
4010,000581
4011,000576
4012,000573
4013,000572
4014,000571
4015,000570
4016,000568
4017,000567
4018,000566
4019,000565
4020,000564
4021,000563
4022,000561
4023,000560
4024,000559
4025,000558
4026,000557
4027,000555
4028,000554
4029,000553
4030,000552
4031,000551
4032,000550
4033,000548
4034,000547
4035,000546
4036,000545
4037,000544
4038,000543
4039,000541
4040,000540
4041,000539
4042,000538
4043,000537
4044,000536
4045,000534
4046,000533
4047,000532
4048,000531
4049,000530
4050,000529
4051,000528
4052,000526
4053,000525
4054,000524
4055,000523
4056,000521
4057,000520
4058,000519
4059,000518
4060,000517
4061,000516
4062,000514
4063,000513
4064,000510
4065,000509
4066,000507
4067,000506
4068,000505
4069,000504
4070,000503
4071,000502
4072,000501
4073,000498
4074,000488
4075,000430
4076,000429
4077,000428
4078,000426
4079,000425
4080,000423
4081,000422
4082,000421
4083,000420
4084,000419
4085,000417
4086,000416
4087,000415
4088,000413
4089,000411
4090,000410
4091,000409
4092,000408
4093,000407
4094,000404
4095,000403
4096,000402
4097,000401
4098,000400
4099,000338
4100,000333
4101,000301
4102,000166
4103,000159
4104,000158
4105,000157
4106,000156
4107,000155
4108,000153
4109,000151
4110,000150
4111,000100
4112,000099
4113,000096
4114,000090
4115,000089
4116,000088
4117,000078
4118,000070
4119,000069
4120,000068
4121,000066
4122,000065
4123,000063
4124,000062
4125,000061
4126,000060
4127,000059
4128,000058
4129,000056
4130,000055
4131,000050
4132,000049
4133,000048
4134,000046
4135,000045
4136,000042
4137,000040
4138,000039
4139,000038
4140,000037
4141,000036
4142,000035
4143,000034
4144,000032
4145,000031
4146,000030
4147,000029
4148,000028
4149,000027
4150,000026
4151,000025
4152,000023
4153,000021
4154,000020
4155,000019
4156,000017
4157,000016
4158,000014
4159,000012
4160,000011
4161,000010
4162,000009
4163,000008
4164,000007
4165,000006
4166,000005
4167,000004
4168,000002
4169,000001
4170,900955
4171,900946
4172,900930
4173,900907
4174,900906
4175,603996
4176,603779
4177,603555
4178,603389
4179,603188
4180,603157
4181,601777
4182,601399
4183,601268
4184,601258
4185,601113
4186,600984
4187,600978
4188,600962
4189,600898
4190,600892
4191,600891
4192,600877
4193,600870
4194,600860
4195,600856
4196,600836
4197,600821
4198,600817
4199,600816
4200,600815
4201,600793
4202,600781
4203,600779
4204,600767
4205,600734
4206,600732
4207,600725
4208,600722
4209,600721
4210,600715
4211,600710
4212,600702
4213,600701
4214,600698
4215,600696
4216,600691
4217,600680
4218,600677
4219,600671
4220,600666
4221,600656
4222,600654
4223,600652
4224,600651
4225,600644
4226,600634
4227,600614
4228,600610
4229,600608
4230,600599
4231,600595
4232,600568
4233,600555
4234,600539
4235,600530
4236,600518
4237,600485
4238,600470
4239,600462
4240,600444
4241,600423
4242,600421
4243,600416
4244,600408
4245,600401
4246,600399
4247,600385
4248,600365
4249,600358
4250,600354
4251,600319
4252,600311
4253,600306
4254,600301
4255,600290
4256,600289
4257,600280
4258,600275
4259,600265
4260,600255
4261,600247
4262,600243
4263,600242
4264,600241
4265,600238
4266,600234
4267,600228
4268,600226
4269,600225
